Section,Class,Subclass,Section_desc,Class_desc,Subclass_desc,labels_desc,words_num
B,B67,B67C,performing operations; transporting,"opening, closing {or cleaning} bottles, jars or similar containers; liquid handling","cleaning, filling with liquids or semiliquids, or emptying, of bottles, jars, cans, casks, barrels, or similar containers, not otherwise provided for; funnels",performing operations transporting opening closing or cleaning bottles jars or similar containers liquid handling cleaning filling with liquids or semiliquids or emptying of bottles jars cans casks barrels or similar containers not otherwise provided for funnels,36
B,B67,B67D,performing operations; transporting,"opening, closing {or cleaning} bottles, jars or similar containers; liquid handling","dispensing, delivering or transferring liquids, not otherwise provided for (cleaning pipes or tubes or systems of pipes or tubes b08b9/02; emptying or filling of bottles, jars, cans, casks, barrels, or similar containers, not otherwise provided for b67c; water supply e03; pipe systems f17d; domestic hot-water supply systems f24d; measuring volume, volume flow, mass flow or liquid level, metering by volume g01f; coin-freed or like apparatus g07f)",performing operations transporting opening closing or cleaning bottles jars or similar containers liquid handling dispensing delivering or transferring liquids not otherwise provided for cleaning pipes or tubes or systems of pipes or tubes b08b9 02 emptying or filling of bottles jars cans casks barrels or similar containers not otherwise provided for b67c water supply e03 pipe systems f17d domestic hot water supply systems f24d measuring volume volume flow mass flow or liquid level metering by volume g01f coin freed or like apparatus g07f,83
B,B68,B68B,performing operations; transporting,saddlery; upholstery,harness; devices used in connection therewith; whips or the like,performing operations transporting saddlery upholstery harness devices used in connection therewith whips or the like,15
B,B68,B68C,performing operations; transporting,saddlery; upholstery,saddles; stirrups,performing operations transporting saddlery upholstery saddles stirrups,7
B,B68,B68F,performing operations; transporting,saddlery; upholstery,"making articles from leather, canvas, or the like",performing operations transporting saddlery upholstery making articles from leather canvas or the like,13
B,B68,B68G,performing operations; transporting,saddlery; upholstery,"methods, equipment, or machines for use in upholstering; upholstery not otherwise provided for",performing operations transporting saddlery upholstery methods equipment or machines for use in upholstering upholstery not otherwise provided for,18
B,B81,B81B,performing operations; transporting,microstructural technology,"microstructural devices or systems, e.g. micromechanical devices (piezo-electric, electrostrictive or magnetostrictive elements per se h01l41/00)",performing operations transporting microstructural technology microstructural devices or systems e g micromechanical devices piezo electric electrostrictive or magnetostrictive elements per se h01l41 00,23
B,B81,B81C,performing operations; transporting,microstructural technology,"processes or apparatus specially adapted for the manufacture or treatment of microstructural devices or systems (making microcapsules or microballoons b01j13/02; processes or apparatus peculiar to the manufacture or treatment of piezo-electric, electrostrictive or magnetostrictive element per se h01l41/22)",performing operations transporting microstructural technology processes or apparatus specially adapted for the manufacture or treatment of microstructural devices or systems making microcapsules or microballoons b01j13 02 processes or apparatus peculiar to the manufacture or treatment of piezo electric electrostrictive or magnetostrictive element per se h01l41 22,46
B,B82,B82B,performing operations; transporting,nanotechnology,"nanostructures formed by manipulation of individual atoms, molecules, or limited collections of atoms or molecules as discrete units; manufacture or treatment thereof",performing operations transporting nanotechnology nanostructures formed by manipulation of individual atoms molecules or limited collections of atoms or molecules as discrete units manufacture or treatment thereof,26
B,B82,B82Y,performing operations; transporting,nanotechnology,specific uses or applications of nanostructures; measurement or analysis of nanostructures; manufacture or treatment of nanostructures,performing operations transporting nanotechnology specific uses or applications of nanostructures measurement or analysis of nanostructures manufacture or treatment of nanostructures,20
